"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2021M02","Lamb gigot chops per kg","Euro",""
"National Average Price","2021M02","Uncooked chicken medium size 1.6kg","Euro","4.569"
"National Average Price","2021M02","Lamb's liver per kg","Euro",""
"National Average Price","2021M02","Ham fillet per kg","Euro","5.702"
"National Average Price","2021M02","Cooked ham per kg","Euro","17.954"
"National Average Price","2021M02","Best back rashers per kg","Euro","9.283"
"National Average Price","2021M02","Pork sausages per kg","Euro","6.307"
"National Average Price","2021M02","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2021M02","Fresh fillet of cod per kg","Euro","17.212"
"National Average Price","2021M02","Fresh salmon per kg","Euro","20.922"
"National Average Price","2021M02","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2021M02","Fresh hake per kg","Euro",""
"National Average Price","2021M02","Smoked salmon per kg","Euro","32.202"
"National Average Price","2021M02","Full fat milk per 2 litre","Euro","1.687"
"National Average Price","2021M02","Low fat milk per 1 litre","Euro","1.025"
"National Average Price","2021M02","Irish cheddar per kg","Euro","8.646"
"National Average Price","2021M02","Large eggs per half dozen","Euro","1.776"
"National Average Price","2021M02","Medium eggs per half dozen","Euro","1.396"
"National Average Price","2021M02","Butter per lb","Euro","3.095"
"National Average Price","2021M02","Grapes per kg","Euro","5.121"
"National Average Price","2021M02","Bananas per kg","Euro","1.443"
"National Average Price","2021M02","Tomatoes per kg","Euro","3.362"
"National Average Price","2021M02","Onions per kg","Euro","1.181"
"National Average Price","2021M02","Broccoli per kg","Euro","2.758"
"National Average Price","2021M02","Carrots per kg","Euro","1.124"
"National Average Price","2021M02","Mushrooms per kg","Euro","3.665"
"National Average Price","2021M02","Tomatoes tinned per 400g","Euro","0.825"
"National Average Price","2021M02","Potatoes 2.5 kg","Euro","3.556"
"National Average Price","2021M02","Potatoes 7.5 kg","Euro","6.448"
"National Average Price","2021M02","Potatoes 10 kg","Euro",""
"National Average Price","2021M02","White granulated sugar per 1 kg","Euro","1.162"
"National Average Price","2021M02","Jam per lb","Euro","0.929"
"National Average Price","2021M02","Marmalade per lb","Euro","1.86"
"National Average Price","2021M02","Tea bags per 80","Euro","2.728"
"National Average Price","2021M02","Orange juice per litre","Euro","1.353"
"National Average Price","2021M02","Whiskey - take home (70cl  bottle)","Euro","27.178"
"National Average Price","2021M02","Brandy - take home (70cl  bottle)","Euro","30.901"
"National Average Price","2021M02","Vodka - take home (70cl  bottle)","Euro","20.809"
"National Average Price","2021M02","Cream liqueur - take home (70cl  bottle)","Euro","15.654"
"National Average Price","2021M02","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2021M02","Cider - take home (50cl can)","Euro","2.223"
"National Average Price","2021M02","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2021M02","Lager - take home (50cl can)","Euro","1.91"
"National Average Price","2021M02","Stout - take home (50cl can)","Euro","2.298"
"National Average Price","2021M02","Filtered cigarettes per 20 pk","Euro","13.645"
"National Average Price","2021M02","Stout - draught bar (1 pint)","Euro",""
"National Average Price","2021M02","Lager - draught bar (1 pint)","Euro",""
"National Average Price","2021M02","Lager - bar (33cl bottle)","Euro",""
"National Average Price","2021M02","Cider - draught bar (1 pint)","Euro",""
"National Average Price","2021M02","Ale - draught bar (1 pint)","Euro",""
"National Average Price","2021M02","Cider - bar (33cl bottle)","Euro",""
"National Average Price","2021M02","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average Price","2021M02","Whiskey - bar (single) per ½  glass","Euro",""
"National Average Price","2021M02","Brandy - bar (single) per ½  glass","Euro",""
"National Average Price","2021M02","Vodka - bar (single) per ½  glass","Euro",""
"National Average Price","2021M02","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2021M02","Diesel per litre","Euro","1.251"
"National Average Price","2021M02","Petrol - unleaded per litre","Euro","1.346"
"National Average Price","2021M02","Cinema fee","Euro",""
"National Average Price","2021M02","Nightclubs fee","Euro",""
"National Average Price","2021M02","Gent's dry cut fee","Euro",""
"National Average Price","2021M02","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2021M02","Ladies' wash, cut and blow dry fee","Euro",""
"National Average Price","2021M03","White, self raising flour per 2 kg","Euro","1.976"
"National Average Price","2021M03","Brown, wholemeal flour per 2 kg","Euro","2.788"
"National Average Price","2021M03","Bread, white sliced pan, large (800g)","Euro","1.303"
"National Average Price","2021M03","Bread, brown sliced pan, large (800g)","Euro","1.416"
"National Average Price","2021M03","Spaghetti per 500g","Euro","1.022"
"National Average Price","2021M03","Sirloin steak per kg","Euro","14.595"
"National Average Price","2021M03","Striploin steak per kg","Euro","19.911"
"National Average Price","2021M03","Roast beef - topside or rib per kg","Euro","12.399"
"National Average Price","2021M03","Sliced / diced beef pieces per kg","Euro","9.468"
"National Average Price","2021M03","Pork loin chops per kg","Euro","7.667"
"National Average Price","2021M03","Pork steak per kg","Euro","8.779"
"National Average Price","2021M03","Lamb - whole leg / half leg per kg","Euro","11.593"
"National Average Price","2021M03","Lamb loin chops per kg","Euro","18.434"
"National Average Price","2021M03","Lamb gigot chops per kg","Euro",""
"National Average Price","2021M03","Uncooked chicken medium size 1.6kg","Euro","4.598"
"National Average Price","2021M03","Lamb's liver per kg","Euro",""
"National Average Price","2021M03","Ham fillet per kg","Euro","5.711"
"National Average Price","2021M03","Cooked ham per kg","Euro","17.934"
"National Average Price","2021M03","Best back rashers per kg","Euro","9.31"
"National Average Price","2021M03","Pork sausages per kg","Euro","6.322"
"National Average Price","2021M03","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2021M03","Fresh fillet of cod per kg","Euro","17.212"
"National Average Price","2021M03","Fresh salmon per kg","Euro","21.269"
"National Average Price","2021M03","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2021M03","Fresh hake per kg","Euro",""
"National Average Price","2021M03","Smoked salmon per kg","Euro","32.441"
"National Average Price","2021M03","Full fat milk per 2 litre","Euro","1.687"
"National Average Price","2021M03","Low fat milk per 1 litre","Euro","1.027"
"National Average Price","2021M03","Irish cheddar per kg","Euro","8.802"
"National Average Price","2021M03","Large eggs per half dozen","Euro","1.782"
"National Average Price","2021M03","Medium eggs per half dozen","Euro","1.398"
"National Average Price","2021M03","Butter per lb","Euro","3.078"
"National Average Price","2021M03","Grapes per kg","Euro","4.856"
"National Average Price","2021M03","Bananas per kg","Euro","1.443"
"National Average Price","2021M03","Tomatoes per kg","Euro","3.337"
"National Average Price","2021M03","Onions per kg","Euro","1.196"
"National Average Price","2021M03","Broccoli per kg","Euro","2.549"
"National Average Price","2021M03","Carrots per kg","Euro","1.111"
"National Average Price","2021M03","Mushrooms per kg","Euro","3.721"
"National Average Price","2021M03","Tomatoes tinned per 400g","Euro","0.855"
"National Average Price","2021M03","Potatoes 2.5 kg","Euro","3.526"
"National Average Price","2021M03","Potatoes 7.5 kg","Euro","6.434"
"National Average Price","2021M03","Potatoes 10 kg","Euro",""
"National Average Price","2021M03","White granulated sugar per 1 kg","Euro","1.176"
"National Average Price","2021M03","Jam per lb","Euro","0.96"
"National Average Price","2021M03","Marmalade per lb","Euro","1.85"
"National Average Price","2021M03","Tea bags per 80","Euro","2.773"
"National Average Price","2021M03","Orange juice per litre","Euro","1.373"
"National Average Price","2021M03","Whiskey - take home (70cl  bottle)","Euro","26.024"
"National Average Price","2021M03","Brandy - take home (70cl  bottle)","Euro","31.552"
"National Average Price","2021M03","Vodka - take home (70cl  bottle)","Euro","20.721"
"National Average Price","2021M03","Cream liqueur - take home (70cl  bottle)","Euro","16.624"
"National Average Price","2021M03","Wine - take home (75cl  bottle)","Euro",""
"National Average Price","2021M03","Cider - take home (50cl can)","Euro","2.186"
"National Average Price","2021M03","Sherry - take home (75cl  bottle)","Euro",""
"National Average Price","2021M03","Lager - take home (50cl can)","Euro","1.839"
"National Average Price","2021M03","Stout - take home (50cl can)","Euro","2.298"
"National Average Price","2021M03","Filtered cigarettes per 20 pk","Euro","13.841"
"National Average Price","2021M03","Stout - draught bar (1 pint)","Euro",""
"National Average Price","2021M03","Lager - draught bar (1 pint)","Euro",""
"National Average Price","2021M03","Lager - bar (33cl bottle)","Euro",""
"National Average Price","2021M03","Cider - draught bar (1 pint)","Euro",""
"National Average Price","2021M03","Ale - draught bar (1 pint)","Euro",""
"National Average Price","2021M03","Cider - bar (33cl bottle)","Euro",""
"National Average Price","2021M03","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average Price","2021M03","Whiskey - bar (single) per ½  glass","Euro",""
"National Average Price","2021M03","Brandy - bar (single) per ½  glass","Euro",""
"National Average Price","2021M03","Vodka - bar (single) per ½  glass","Euro",""
"National Average Price","2021M03","Wine - bar (187ml bottle)","Euro",""
"National Average Price","2021M03","Diesel per litre","Euro","1.332"
"National Average Price","2021M03","Petrol - unleaded per litre","Euro","1.429"
"National Average Price","2021M03","Cinema fee","Euro",""
"National Average Price","2021M03","Nightclubs fee","Euro",""
"National Average Price","2021M03","Gent's dry cut fee","Euro",""
"National Average Price","2021M03","Gent's wash, cut, and blow dry fee","Euro",""
"National Average Price","2021M03","Ladies' wash, cut and blow dry fee","Euro",""
"National Average Price","2021M04","White, self raising flour per 2 kg","Euro","1.976"
"National Average Price","2021M04","Brown, wholemeal flour per 2 kg","Euro","2.788"
"National Average Price","2021M04","Bread, white sliced pan, large (800g)","Euro","1.338"
"National Average Price","2021M04","Bread, brown sliced pan, large (800g)","Euro","1.538"
"National Average Price","2021M04","Spaghetti per 500g","Euro","1.029"
"National Average Price","2021M04","Sirloin steak per kg","Euro","14.848"
"National Average Price","2021M04","Striploin steak per kg","Euro","19.669"
"National Average Price","2021M04","Roast beef - topside or rib per kg","Euro","12.316"
"National Average Price","2021M04","Sliced / diced beef pieces per kg","Euro","9.475"
"National Average Price","2021M04","Pork loin chops per kg","Euro","7.75"
"National Average Price","2021M04","Pork steak per kg","Euro","7.969"
"National Average Price","2021M04","Lamb - whole leg / half leg per kg","Euro","12.046"
"National Average Price","2021M04","Lamb loin chops per kg","Euro","18.434"
"National Average Price","2021M04","Lamb gigot chops per kg","Euro",""
"National Average Price","2021M04","Uncooked chicken medium size 1.6kg","Euro","4.608"
"National Average Price","2021M04","Lamb's liver per kg","Euro",""
"National Average Price","2021M04","Ham fillet per kg","Euro","5.762"
"National Average Price","2021M04","Cooked ham per kg","Euro","17.828"
"National Average Price","2021M04","Best back rashers per kg","Euro","9.263"
"National Average Price","2021M04","Pork sausages per kg","Euro","6.254"
"National Average Price","2021M04","Fresh fillet of whiting per kg","Euro",""
"National Average Price","2021M04","Fresh fillet of cod per kg","Euro","16.513"
"National Average Price","2021M04","Fresh salmon per kg","Euro","21.313"
"National Average Price","2021M04","Fresh fillet of plaice per kg","Euro",""
"National Average Price","2021M04","Fresh hake per kg","Euro",""
"National Average Price","2021M04","Smoked salmon per kg","Euro","32.42"
"National Average Price","2021M04","Full fat milk per 2 litre","Euro","1.687"
"National Average Price","2021M04","Low fat milk per 1 litre","Euro","1.025"
"National Average Price","2021M04","Irish cheddar per kg","Euro","8.7"
"National Average Price","2021M04","Large eggs per half dozen","Euro","1.782"
"National Average Price","2021M04","Medium eggs per half dozen","Euro","1.387"
"National Average Price","2021M04","Butter per lb","Euro","3.018"
"National Average Price","2021M04","Grapes per kg","Euro","4.774"
