"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average  Price","2004M10","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2004M10","Ale - draught bar (1 pint)","Euro","3.598"
"National Average  Price","2004M10","Cider - bar (330ml bottle)","Euro","4.139"
"National Average  Price","2004M10","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2004M10","Whiskey - bar (single) per 1/2 glass","Euro","3.352"
"National Average  Price","2004M10","Brandy - bar (single) per 1/2 glass","Euro","3.91"
"National Average  Price","2004M10","Vodka - bar (single) per 1/2 glass","Euro","3.385"
"National Average  Price","2004M10","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2004M10","Filtered cigarettes per 20 pk.","Euro","6.155"
"National Average  Price","2004M10","Cinema fee","Euro","7.256"
"National Average  Price","2004M10","Nightclubs fee","Euro","10.25"
"National Average  Price","2004M10","Gent's haircut - dry cut fee","Euro","11.133"
"National Average  Price","2004M10","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2004M10","Ladies shampoo, cut and blow dry fee","Euro","30.86"
"National Average  Price","2004M10","Petrol - unleaded per ltr.","Euro","0.981"
"National Average  Price","2004M10","Diesel per ltr.","Euro","0.939"
"National Average  Price","2004M10","Fillet/half leg pork per kg.","Euro","7.207"
"National Average  Price","2004M10","1 litre, low fat milk per ltr.","Euro","0.847"
"National Average  Price","2004M10","Large (size 2) eggs per dozen","Euro","2.617"
"National Average  Price","2004M10","Medium (size 3) eggs per dozen","Euro","2.115"
"National Average  Price","2004M10","White, plain flour per 2 kgs.","Euro","1.345"
"National Average  Price","2004M10","Fine quality wine - take home (75cl bottle)","Euro","15.224"
"National Average  Price","2004M11","Round steak per kg.","Euro","9.203"
"National Average  Price","2004M11","Sirloin steak per kg.","Euro","12.402"
"National Average  Price","2004M11","Striploin steak per kg.","Euro","18.577"
"National Average  Price","2004M11","Roast beef topside/rib per kg.","Euro","8.554"
"National Average  Price","2004M11","Sliced/diced beef pieces per kg.","Euro","7.491"
"National Average  Price","2004M11","Lamb whole leg per kg.","Euro","10.334"
"National Average  Price","2004M11","Lamb loin chops per kg.","Euro","15.714"
"National Average  Price","2004M11","Lamb gigot chops per kg.","Euro","9.779"
"National Average  Price","2004M11","Lamb pieces incl neck per kg.","Euro","8.747"
"National Average  Price","2004M11","Lambs liver per kg.","Euro","5.519"
"National Average  Price","2004M11","Roast loin of pork per kg.","Euro","9.441"
"National Average  Price","2004M11","Pork loin chops per kg.","Euro","9.361"
"National Average  Price","2004M11","Pork steak per kg.","Euro","12.234"
"National Average  Price","2004M11","Best back rashers per kg.","Euro","10.864"
"National Average  Price","2004M11","Ham fillet per kg.","Euro","8.577"
"National Average  Price","2004M11","Collar bacon per kg.","Euro","6.095"
"National Average  Price","2004M11","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2004M11","Cooked ham per kg.","Euro","15.916"
"National Average  Price","2004M11","Pork sausages per kg.","Euro","5.143"
"National Average  Price","2004M11","Fillet of whiting per kg.","Euro","9.06"
"National Average  Price","2004M11","Cod fillets per kg.","Euro","15.236"
"National Average  Price","2004M11","Salmon steak per kg.","Euro","12.597"
"National Average  Price","2004M11","Fillet of plaice per kg.","Euro","16.569"
"National Average  Price","2004M11","Smoked salmon per kg.","Euro","24.265"
"National Average  Price","2004M11","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2004M11","Potatoes 2.5 kg.","Euro","3.297"
"National Average  Price","2004M11","Potatoes 10 kg.","Euro","5.799"
"National Average  Price","2004M11","Tomatoes per kg.","Euro","2.481"
"National Average  Price","2004M11","Onions per kg.","Euro","1.258"
"National Average  Price","2004M11","Broccoli per kg.","Euro","3.103"
"National Average  Price","2004M11","Carrots per kg.","Euro","1.089"
"National Average  Price","2004M11","Mushrooms per kg.","Euro","4.159"
"National Average  Price","2004M11","Grapes per kg.","Euro","5.204"
"National Average  Price","2004M11","Bananas per kg.","Euro","1.377"
"National Average  Price","2004M11","1 litre full fat milk per ltr.","Euro","0.848"
"National Average  Price","2004M11","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2004M11","Irish cheddar per kg.","Euro","9.401"
"National Average  Price","2004M11","Butter per lb.","Euro","1.821"
"National Average  Price","2004M11","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2004M11","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2004M11","Bread white sliced, large (800g)","Euro","1.111"
"National Average  Price","2004M11","Bread brown sliced, large (800g)","Euro","1.263"
"National Average  Price","2004M11","White, self-raising flour per 2 kgs.","Euro","1.366"
"National Average  Price","2004M11","Brown, wholemeal flour per 2 kgs.","Euro","1.426"
"National Average  Price","2004M11","White granulated sugar per kg.","Euro","1.089"
"National Average  Price","2004M11","Tea bags per 80","Euro","2.463"
"National Average  Price","2004M11","Spaghetti per 500g.","Euro","0.989"
"National Average  Price","2004M11","Jam per lb.","Euro","1.628"
"National Average  Price","2004M11","Marmalade per lb.","Euro","1.635"
"National Average  Price","2004M11","Orange juice per ltr.","Euro","1.527"
"National Average  Price","2004M11","Stout - take home (6 x 250ml)","Euro","6.58"
"National Average  Price","2004M11","Lager - take home (500ml can)","Euro","1.73"
"National Average  Price","2004M11","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2004M11","Cider - take home ( 500ml can)","Euro","2.075"
"National Average  Price","2004M11","Whiskey - take home (70cl bottle)","Euro","23.953"
"National Average  Price","2004M11","Brandy - take home (70cl bottle)","Euro","29.47"
"National Average  Price","2004M11","Vodka - take home (70cl bottle)","Euro","20.816"
"National Average  Price","2004M11","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2004M11","Cream liquer - take home (70cl bottle)","Euro","17.983"
"National Average  Price","2004M11","Sherry - take home (75cl bottle)","Euro","11.612"
"National Average  Price","2004M11","Table wine - take home (75cl bottle)","Euro","9.285"
"National Average  Price","2004M11","Stout - draught bar (1 pint)","Euro","3.549"
"National Average  Price","2004M11","Lager - draught lounge (1/2 pint)","Euro","2.293"
"National Average  Price","2004M11","Lager - draught lounge (1 pint)","Euro","3.911"
"National Average  Price","2004M11","Lager - bottled bar (330ml bottle)","Euro","3.926"
"National Average  Price","2004M11","Cider - draught bar (1 pint)","Euro",""
"National Average  Price","2004M11","Ale - draught bar (1 pint)","Euro","3.591"
"National Average  Price","2004M11","Cider - bar (330ml bottle)","Euro","4.126"
"National Average  Price","2004M11","Flavoured alcoholic drink - bar (275ml bottle)","Euro",""
"National Average  Price","2004M11","Whiskey - bar (single) per 1/2 glass","Euro","3.345"
"National Average  Price","2004M11","Brandy - bar (single) per 1/2 glass","Euro","3.913"
"National Average  Price","2004M11","Vodka - bar (single) per 1/2 glass","Euro","3.381"
"National Average  Price","2004M11","Wine - bar (187 ml bottle)","Euro",""
"National Average  Price","2004M11","Filtered cigarettes per 20 pk.","Euro","6.159"
"National Average  Price","2004M11","Cinema fee","Euro","7.287"
"National Average  Price","2004M11","Nightclubs fee","Euro","10.235"
"National Average  Price","2004M11","Gent's haircut - dry cut fee","Euro","11.214"
"National Average  Price","2004M11","Gent's haircut - wash, cut and blow dry fee","Euro",""
"National Average  Price","2004M11","Ladies shampoo, cut and blow dry fee","Euro","31.564"
"National Average  Price","2004M11","Petrol - unleaded per ltr.","Euro","1.008"
"National Average  Price","2004M11","Diesel per ltr.","Euro","0.986"
"National Average  Price","2004M11","Fillet/half leg pork per kg.","Euro","7.139"
"National Average  Price","2004M11","1 litre, low fat milk per ltr.","Euro","0.843"
"National Average  Price","2004M11","Large (size 2) eggs per dozen","Euro","2.637"
"National Average  Price","2004M11","Medium (size 3) eggs per dozen","Euro","2.123"
"National Average  Price","2004M11","White, plain flour per 2 kgs.","Euro","1.333"
"National Average  Price","2004M11","Fine quality wine - take home (75cl bottle)","Euro","14.932"
"National Average  Price","2004M12","Round steak per kg.","Euro","9.258"
"National Average  Price","2004M12","Sirloin steak per kg.","Euro","11.798"
"National Average  Price","2004M12","Striploin steak per kg.","Euro","18.727"
"National Average  Price","2004M12","Roast beef topside/rib per kg.","Euro","8.829"
"National Average  Price","2004M12","Sliced/diced beef pieces per kg.","Euro","7.592"
"National Average  Price","2004M12","Lamb whole leg per kg.","Euro","11.012"
"National Average  Price","2004M12","Lamb loin chops per kg.","Euro","16.161"
"National Average  Price","2004M12","Lamb gigot chops per kg.","Euro","10.318"
"National Average  Price","2004M12","Lamb pieces incl neck per kg.","Euro","9.326"
"National Average  Price","2004M12","Lambs liver per kg.","Euro","5.531"
"National Average  Price","2004M12","Roast loin of pork per kg.","Euro","9.129"
"National Average  Price","2004M12","Pork loin chops per kg.","Euro","8.998"
"National Average  Price","2004M12","Pork steak per kg.","Euro","12.161"
"National Average  Price","2004M12","Best back rashers per kg.","Euro","11.179"
"National Average  Price","2004M12","Ham fillet per kg.","Euro","8.645"
"National Average  Price","2004M12","Collar bacon per kg.","Euro","6.031"
"National Average  Price","2004M12","Uncooked chicken medium sized 1600g","Euro",""
"National Average  Price","2004M12","Cooked ham per kg.","Euro","16.006"
"National Average  Price","2004M12","Pork sausages per kg.","Euro","5.351"
"National Average  Price","2004M12","Fillet of whiting per kg.","Euro","8.926"
"National Average  Price","2004M12","Cod fillets per kg.","Euro","15.256"
"National Average  Price","2004M12","Salmon steak per kg.","Euro","12.632"
"National Average  Price","2004M12","Fillet of plaice per kg.","Euro","16.659"
"National Average  Price","2004M12","Smoked salmon per kg.","Euro","21.55"
"National Average  Price","2004M12","Tomatoes tinned per 400g","Euro",""
"National Average  Price","2004M12","Potatoes 2.5 kg.","Euro","3.259"
"National Average  Price","2004M12","Potatoes 10 kg.","Euro","5.756"
"National Average  Price","2004M12","Tomatoes per kg.","Euro","2.525"
"National Average  Price","2004M12","Onions per kg.","Euro","1.283"
"National Average  Price","2004M12","Broccoli per kg.","Euro","3.543"
"National Average  Price","2004M12","Carrots per kg.","Euro","1.101"
"National Average  Price","2004M12","Mushrooms per kg.","Euro","4.208"
"National Average  Price","2004M12","Grapes per kg.","Euro","6.129"
"National Average  Price","2004M12","Bananas per kg.","Euro","1.373"
"National Average  Price","2004M12","1 litre full fat milk per ltr.","Euro","0.847"
"National Average  Price","2004M12","2 litre full fat milk per 2 ltr.","Euro",""
"National Average  Price","2004M12","Irish cheddar per kg.","Euro","9.294"
"National Average  Price","2004M12","Butter per lb.","Euro","1.816"
"National Average  Price","2004M12","Large (size 2) eggs per half dozen","Euro",""
"National Average  Price","2004M12","Medium (size 3) eggs per half dozen","Euro",""
"National Average  Price","2004M12","Bread white sliced, large (800g)","Euro","1.11"
"National Average  Price","2004M12","Bread brown sliced, large (800g)","Euro","1.255"
"National Average  Price","2004M12","White, self-raising flour per 2 kgs.","Euro","1.348"
"National Average  Price","2004M12","Brown, wholemeal flour per 2 kgs.","Euro","1.419"
"National Average  Price","2004M12","White granulated sugar per kg.","Euro","1.095"
"National Average  Price","2004M12","Tea bags per 80","Euro","2.465"
"National Average  Price","2004M12","Spaghetti per 500g.","Euro","0.984"
"National Average  Price","2004M12","Jam per lb.","Euro","1.628"
"National Average  Price","2004M12","Marmalade per lb.","Euro","1.602"
"National Average  Price","2004M12","Orange juice per ltr.","Euro","1.528"
"National Average  Price","2004M12","Stout - take home (6 x 250ml)","Euro","6.598"
"National Average  Price","2004M12","Lager - take home (500ml can)","Euro","1.732"
"National Average  Price","2004M12","Lager - take home (tray 12 by 330ml)","Euro",""
"National Average  Price","2004M12","Cider - take home ( 500ml can)","Euro","2.075"
"National Average  Price","2004M12","Whiskey - take home (70cl bottle)","Euro","23.508"
"National Average  Price","2004M12","Brandy - take home (70cl bottle)","Euro","29.045"
"National Average  Price","2004M12","Vodka - take home (70cl bottle)","Euro","20.122"
"National Average  Price","2004M12","Flavoured alcoholic drinks - take home 275ml bottle","Euro",""
"National Average  Price","2004M12","Cream liquer - take home (70cl bottle)","Euro","17.311"
"National Average  Price","2004M12","Sherry - take home (75cl bottle)","Euro","11.289"
"National Average  Price","2004M12","Table wine - take home (75cl bottle)","Euro","9.34"
"National Average  Price","2004M12","Stout - draught bar (1 pint)","Euro","3.543"
"National Average  Price","2004M12","Lager - draught lounge (1/2 pint)","Euro","2.304"
"National Average  Price","2004M12","Lager - draught lounge (1 pint)","Euro","3.913"
"National Average  Price","2004M12","Lager - bottled bar (330ml bottle)","Euro","3.92"
