"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","2009M04","Rolled barley","Euro per Tonne","247"
"Feed Stuff Price","2009M04","Bran","Euro per Tonne","638"
"Feed Stuff Price","2009M04","Pollard","Euro per Tonne","321"
"Feed Stuff Price","2009M04","Soya bean meal","Euro per Tonne","387"
"Feed Stuff Price","2009M04","Barley meal","Euro per Tonne","245"
"Feed Stuff Price","2009M04","Maize meal","Euro per Tonne","275"
"Feed Stuff Price","2009M04","Flaked maize","Euro per Tonne","458"
"Feed Stuff Price","2009M04","Pig creep (18-24% protein)","Euro per Tonne","299"
"Feed Stuff Price","2009M04","Pig grower (16-18% protein)","Euro per Tonne","320"
"Feed Stuff Price","2009M04","Pig fattening meal (13-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2009M04","Sow breeder (14-16% protein)","Euro per Tonne","293"
"Feed Stuff Price","2009M04","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","349"
"Feed Stuff Price","2009M04","Calf nuts and cubes (16-18% protein)","Euro per Tonne","294"
"Feed Stuff Price","2009M04","Calf meal (16-18% protein)","Euro per Tonne","293"
"Feed Stuff Price","2009M04","Calf nuts and cubes (14-15% protein)","Euro per Tonne","296"
"Feed Stuff Price","2009M04","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","270"
"Feed Stuff Price","2009M04","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","271"
"Feed Stuff Price","2009M04","Dairy meal (16-18% protein)","Euro per Tonne","270"
"Feed Stuff Price","2009M04","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","260"
"Feed Stuff Price","2009M04","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M04","Chick mash (18-20% protein)","Euro per Tonne","414"
"Feed Stuff Price","2009M04","Layers' mash (14-16% protein)","Euro per Tonne","352"
"Feed Stuff Price","2009M04","Broiler starter (22-24% protein)","Euro per Tonne","423"
"Feed Stuff Price","2009M04","Broiler finisher (19-21% protein)","Euro per Tonne","405"
"Feed Stuff Price","2009M04","Milk replacer","Euro per Tonne","1990"
"Feed Stuff Price","2009M04","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M04","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M04","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M04","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M04","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M05","Rolled barley","Euro per Tonne","255"
"Feed Stuff Price","2009M05","Bran","Euro per Tonne","638"
"Feed Stuff Price","2009M05","Pollard","Euro per Tonne","321"
"Feed Stuff Price","2009M05","Soya bean meal","Euro per Tonne","390"
"Feed Stuff Price","2009M05","Barley meal","Euro per Tonne","245"
"Feed Stuff Price","2009M05","Maize meal","Euro per Tonne","274"
"Feed Stuff Price","2009M05","Flaked maize","Euro per Tonne","456"
"Feed Stuff Price","2009M05","Pig creep (18-24% protein)","Euro per Tonne","299"
"Feed Stuff Price","2009M05","Pig grower (16-18% protein)","Euro per Tonne","319"
"Feed Stuff Price","2009M05","Pig fattening meal (13-15% protein)","Euro per Tonne","292"
"Feed Stuff Price","2009M05","Sow breeder (14-16% protein)","Euro per Tonne","292"
"Feed Stuff Price","2009M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","346"
"Feed Stuff Price","2009M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne","294"
"Feed Stuff Price","2009M05","Calf meal (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2009M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne","296"
"Feed Stuff Price","2009M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","270"
"Feed Stuff Price","2009M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","269"
"Feed Stuff Price","2009M05","Dairy meal (16-18% protein)","Euro per Tonne","266"
"Feed Stuff Price","2009M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","259"
"Feed Stuff Price","2009M05","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M05","Chick mash (18-20% protein)","Euro per Tonne","412"
"Feed Stuff Price","2009M05","Layers' mash (14-16% protein)","Euro per Tonne","351"
"Feed Stuff Price","2009M05","Broiler starter (22-24% protein)","Euro per Tonne","428"
"Feed Stuff Price","2009M05","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2009M05","Milk replacer","Euro per Tonne","1992"
"Feed Stuff Price","2009M05","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M05","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M05","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M05","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M05","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M06","Rolled barley","Euro per Tonne","252"
"Feed Stuff Price","2009M06","Bran","Euro per Tonne","639"
"Feed Stuff Price","2009M06","Pollard","Euro per Tonne","315"
"Feed Stuff Price","2009M06","Soya bean meal","Euro per Tonne","393"
"Feed Stuff Price","2009M06","Barley meal","Euro per Tonne","245"
"Feed Stuff Price","2009M06","Maize meal","Euro per Tonne","275"
"Feed Stuff Price","2009M06","Flaked maize","Euro per Tonne","456"
"Feed Stuff Price","2009M06","Pig creep (18-24% protein)","Euro per Tonne","299"
"Feed Stuff Price","2009M06","Pig grower (16-18% protein)","Euro per Tonne","319"
"Feed Stuff Price","2009M06","Pig fattening meal (13-15% protein)","Euro per Tonne","292"
"Feed Stuff Price","2009M06","Sow breeder (14-16% protein)","Euro per Tonne","292"
"Feed Stuff Price","2009M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","346"
"Feed Stuff Price","2009M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","290"
"Feed Stuff Price","2009M06","Calf meal (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2009M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","296"
"Feed Stuff Price","2009M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","267"
"Feed Stuff Price","2009M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","266"
"Feed Stuff Price","2009M06","Dairy meal (16-18% protein)","Euro per Tonne","263"
"Feed Stuff Price","2009M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","254"
"Feed Stuff Price","2009M06","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M06","Chick mash (18-20% protein)","Euro per Tonne","412"
"Feed Stuff Price","2009M06","Layers' mash (14-16% protein)","Euro per Tonne","350"
"Feed Stuff Price","2009M06","Broiler starter (22-24% protein)","Euro per Tonne","428"
"Feed Stuff Price","2009M06","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2009M06","Milk replacer","Euro per Tonne","1993"
"Feed Stuff Price","2009M06","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M06","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M06","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M06","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M06","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M07","Rolled barley","Euro per Tonne","253"
"Feed Stuff Price","2009M07","Bran","Euro per Tonne","639"
"Feed Stuff Price","2009M07","Pollard","Euro per Tonne","301"
"Feed Stuff Price","2009M07","Soya bean meal","Euro per Tonne","395"
"Feed Stuff Price","2009M07","Barley meal","Euro per Tonne","245"
"Feed Stuff Price","2009M07","Maize meal","Euro per Tonne","280"
"Feed Stuff Price","2009M07","Flaked maize","Euro per Tonne","454"
"Feed Stuff Price","2009M07","Pig creep (18-24% protein)","Euro per Tonne","299"
"Feed Stuff Price","2009M07","Pig grower (16-18% protein)","Euro per Tonne","319"
"Feed Stuff Price","2009M07","Pig fattening meal (13-15% protein)","Euro per Tonne","292"
"Feed Stuff Price","2009M07","Sow breeder (14-16% protein)","Euro per Tonne","292"
"Feed Stuff Price","2009M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","346"
"Feed Stuff Price","2009M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2009M07","Calf meal (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2009M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","296"
"Feed Stuff Price","2009M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","266"
"Feed Stuff Price","2009M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","266"
"Feed Stuff Price","2009M07","Dairy meal (16-18% protein)","Euro per Tonne","261"
"Feed Stuff Price","2009M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","254"
"Feed Stuff Price","2009M07","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M07","Chick mash (18-20% protein)","Euro per Tonne","412"
"Feed Stuff Price","2009M07","Layers' mash (14-16% protein)","Euro per Tonne","348"
"Feed Stuff Price","2009M07","Broiler starter (22-24% protein)","Euro per Tonne","428"
"Feed Stuff Price","2009M07","Broiler finisher (19-21% protein)","Euro per Tonne","411"
"Feed Stuff Price","2009M07","Milk replacer","Euro per Tonne","1993"
"Feed Stuff Price","2009M07","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M07","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M07","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M07","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M07","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M08","Rolled barley","Euro per Tonne","245"
"Feed Stuff Price","2009M08","Bran","Euro per Tonne","639"
"Feed Stuff Price","2009M08","Pollard","Euro per Tonne","295"
"Feed Stuff Price","2009M08","Soya bean meal","Euro per Tonne","395"
"Feed Stuff Price","2009M08","Barley meal","Euro per Tonne","232"
"Feed Stuff Price","2009M08","Maize meal","Euro per Tonne","278"
"Feed Stuff Price","2009M08","Flaked maize","Euro per Tonne","454"
"Feed Stuff Price","2009M08","Pig creep (18-24% protein)","Euro per Tonne","299"
"Feed Stuff Price","2009M08","Pig grower (16-18% protein)","Euro per Tonne","316"
"Feed Stuff Price","2009M08","Pig fattening meal (13-15% protein)","Euro per Tonne","290"
"Feed Stuff Price","2009M08","Sow breeder (14-16% protein)","Euro per Tonne","289"
"Feed Stuff Price","2009M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","346"
"Feed Stuff Price","2009M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","287"
"Feed Stuff Price","2009M08","Calf meal (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2009M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2009M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","262"
"Feed Stuff Price","2009M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","260"
"Feed Stuff Price","2009M08","Dairy meal (16-18% protein)","Euro per Tonne","261"
"Feed Stuff Price","2009M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","249"
"Feed Stuff Price","2009M08","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M08","Chick mash (18-20% protein)","Euro per Tonne","412"
"Feed Stuff Price","2009M08","Layers' mash (14-16% protein)","Euro per Tonne","345"
"Feed Stuff Price","2009M08","Broiler starter (22-24% protein)","Euro per Tonne","428"
"Feed Stuff Price","2009M08","Broiler finisher (19-21% protein)","Euro per Tonne","410"
"Feed Stuff Price","2009M08","Milk replacer","Euro per Tonne","1999"
"Feed Stuff Price","2009M08","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M08","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M08","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M08","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M08","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M09","Rolled barley","Euro per Tonne","222"
"Feed Stuff Price","2009M09","Bran","Euro per Tonne","633"
"Feed Stuff Price","2009M09","Pollard","Euro per Tonne","284"
"Feed Stuff Price","2009M09","Soya bean meal","Euro per Tonne","405"
"Feed Stuff Price","2009M09","Barley meal","Euro per Tonne","212"
"Feed Stuff Price","2009M09","Maize meal","Euro per Tonne","267"
"Feed Stuff Price","2009M09","Flaked maize","Euro per Tonne","446"
"Feed Stuff Price","2009M09","Pig creep (18-24% protein)","Euro per Tonne","286"
"Feed Stuff Price","2009M09","Pig grower (16-18% protein)","Euro per Tonne","310"
"Feed Stuff Price","2009M09","Pig fattening meal (13-15% protein)","Euro per Tonne","284"
"Feed Stuff Price","2009M09","Sow breeder (14-16% protein)","Euro per Tonne","280"
"Feed Stuff Price","2009M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","336"
"Feed Stuff Price","2009M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","273"
"Feed Stuff Price","2009M09","Calf meal (16-18% protein)","Euro per Tonne","282"
"Feed Stuff Price","2009M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","266"
"Feed Stuff Price","2009M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","247"
"Feed Stuff Price","2009M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","250"
"Feed Stuff Price","2009M09","Dairy meal (16-18% protein)","Euro per Tonne","256"
"Feed Stuff Price","2009M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","247"
"Feed Stuff Price","2009M09","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M09","Chick mash (18-20% protein)","Euro per Tonne","412"
"Feed Stuff Price","2009M09","Layers' mash (14-16% protein)","Euro per Tonne","334"
"Feed Stuff Price","2009M09","Broiler starter (22-24% protein)","Euro per Tonne","417"
"Feed Stuff Price","2009M09","Broiler finisher (19-21% protein)","Euro per Tonne","399"
"Feed Stuff Price","2009M09","Milk replacer","Euro per Tonne","1988"
"Feed Stuff Price","2009M09","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M09","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M09","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M09","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M09","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M10","Rolled barley","Euro per Tonne","207"
"Feed Stuff Price","2009M10","Bran","Euro per Tonne","667"
"Feed Stuff Price","2009M10","Pollard","Euro per Tonne","283"
"Feed Stuff Price","2009M10","Soya bean meal","Euro per Tonne","405"
"Feed Stuff Price","2009M10","Barley meal","Euro per Tonne","209"
"Feed Stuff Price","2009M10","Maize meal","Euro per Tonne","247"
"Feed Stuff Price","2009M10","Flaked maize","Euro per Tonne","441"
"Feed Stuff Price","2009M10","Pig creep (18-24% protein)","Euro per Tonne","286"
"Feed Stuff Price","2009M10","Pig grower (16-18% protein)","Euro per Tonne","305"
"Feed Stuff Price","2009M10","Pig fattening meal (13-15% protein)","Euro per Tonne","271"
"Feed Stuff Price","2009M10","Sow breeder (14-16% protein)","Euro per Tonne","276"
"Feed Stuff Price","2009M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","336"
"Feed Stuff Price","2009M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne","269"
"Feed Stuff Price","2009M10","Calf meal (16-18% protein)","Euro per Tonne","282"
"Feed Stuff Price","2009M10","Calf nuts and cubes (14-15% protein)","Euro per Tonne","261"
"Feed Stuff Price","2009M10","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","240"
"Feed Stuff Price","2009M10","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","244"
"Feed Stuff Price","2009M10","Dairy meal (16-18% protein)","Euro per Tonne","239"
"Feed Stuff Price","2009M10","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","242"
"Feed Stuff Price","2009M10","Dairy meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M10","Chick mash (18-20% protein)","Euro per Tonne","404"
"Feed Stuff Price","2009M10","Layers' mash (14-16% protein)","Euro per Tonne","328"
"Feed Stuff Price","2009M10","Broiler starter (22-24% protein)","Euro per Tonne","413"
"Feed Stuff Price","2009M10","Broiler finisher (19-21% protein)","Euro per Tonne","395"
"Feed Stuff Price","2009M10","Milk replacer","Euro per Tonne","1986"
"Feed Stuff Price","2009M10","Wheat","Euro per Tonne",""
"Feed Stuff Price","2009M10","Ewe feed coarse (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M10","Ewe pellets/nuts (16-20%)","Euro per Tonne",""
"Feed Stuff Price","2009M10","Lamb feed (16-20% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M10","Cattle fattening meal (13-15% protein)","Euro per Tonne",""
"Feed Stuff Price","2009M11","Rolled barley","Euro per Tonne","203"
"Feed Stuff Price","2009M11","Bran","Euro per Tonne","665"
"Feed Stuff Price","2009M11","Pollard","Euro per Tonne","284"
"Feed Stuff Price","2009M11","Soya bean meal","Euro per Tonne","407"
"Feed Stuff Price","2009M11","Barley meal","Euro per Tonne","208"
"Feed Stuff Price","2009M11","Maize meal","Euro per Tonne","249"
"Feed Stuff Price","2009M11","Flaked maize","Euro per Tonne","448"
"Feed Stuff Price","2009M11","Pig creep (18-24% protein)","Euro per Tonne","286"
"Feed Stuff Price","2009M11","Pig grower (16-18% protein)","Euro per Tonne","305"
"Feed Stuff Price","2009M11","Pig fattening meal (13-15% protein)","Euro per Tonne","269"
"Feed Stuff Price","2009M11","Sow breeder (14-16% protein)","Euro per Tonne","275"
"Feed Stuff Price","2009M11","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","336"
"Feed Stuff Price","2009M11","Calf nuts and cubes (16-18% protein)","Euro per Tonne","265"
"Feed Stuff Price","2009M11","Calf meal (16-18% protein)","Euro per Tonne","282"
"Feed Stuff Price","2009M11","Calf nuts and cubes (14-15% protein)","Euro per Tonne","261"
"Feed Stuff Price","2009M11","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","237"
"Feed Stuff Price","2009M11","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","240"
"Feed Stuff Price","2009M11","Dairy meal (16-18% protein)","Euro per Tonne","239"
