"Statistic","Month","Type of Feedstuff","UNIT","VALUE"
"Feed Stuff Price","2020M03","Dairy meal (16-18% protein)","Euro per Tonne","267"
"Feed Stuff Price","2020M03","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M03","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M03","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M03","Layers' mash (14-16% protein)","Euro per Tonne","360"
"Feed Stuff Price","2020M03","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M03","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2020M03","Milk replacer","Euro per Tonne","2156"
"Feed Stuff Price","2020M03","Wheat","Euro per Tonne","230"
"Feed Stuff Price","2020M03","Ewe feed coarse (16-20% protein)","Euro per Tonne","286"
"Feed Stuff Price","2020M03","Ewe pellets/nuts (16-20%)","Euro per Tonne","294"
"Feed Stuff Price","2020M03","Lamb feed (16-20% protein)","Euro per Tonne","287"
"Feed Stuff Price","2020M03","Cattle fattening meal (13-15% protein)","Euro per Tonne","271"
"Feed Stuff Price","2020M04","Rolled barley","Euro per Tonne","219"
"Feed Stuff Price","2020M04","Soya bean meal","Euro per Tonne","401"
"Feed Stuff Price","2020M04","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M04","Maize meal","Euro per Tonne","232"
"Feed Stuff Price","2020M04","Flaked maize","Euro per Tonne","373"
"Feed Stuff Price","2020M04","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Pig fattening meal (13-15% protein)","Euro per Tonne","330"
"Feed Stuff Price","2020M04","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","363"
"Feed Stuff Price","2020M04","Calf nuts and cubes (16-18% protein)","Euro per Tonne","316"
"Feed Stuff Price","2020M04","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","280"
"Feed Stuff Price","2020M04","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","291"
"Feed Stuff Price","2020M04","Dairy meal (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2020M04","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Layers' mash (14-16% protein)","Euro per Tonne","360"
"Feed Stuff Price","2020M04","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M04","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2020M04","Milk replacer","Euro per Tonne","2152"
"Feed Stuff Price","2020M04","Wheat","Euro per Tonne","229"
"Feed Stuff Price","2020M04","Ewe feed coarse (16-20% protein)","Euro per Tonne","291"
"Feed Stuff Price","2020M04","Ewe pellets/nuts (16-20%)","Euro per Tonne","298"
"Feed Stuff Price","2020M04","Lamb feed (16-20% protein)","Euro per Tonne","291"
"Feed Stuff Price","2020M04","Cattle fattening meal (13-15% protein)","Euro per Tonne","275"
"Feed Stuff Price","2020M05","Rolled barley","Euro per Tonne","219"
"Feed Stuff Price","2020M05","Soya bean meal","Euro per Tonne","397"
"Feed Stuff Price","2020M05","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M05","Maize meal","Euro per Tonne","232"
"Feed Stuff Price","2020M05","Flaked maize","Euro per Tonne","373"
"Feed Stuff Price","2020M05","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Pig fattening meal (13-15% protein)","Euro per Tonne","330"
"Feed Stuff Price","2020M05","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","363"
"Feed Stuff Price","2020M05","Calf nuts and cubes (16-18% protein)","Euro per Tonne","320"
"Feed Stuff Price","2020M05","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","282"
"Feed Stuff Price","2020M05","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","291"
"Feed Stuff Price","2020M05","Dairy meal (16-18% protein)","Euro per Tonne","273"
"Feed Stuff Price","2020M05","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Layers' mash (14-16% protein)","Euro per Tonne","362"
"Feed Stuff Price","2020M05","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M05","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2020M05","Milk replacer","Euro per Tonne","2152"
"Feed Stuff Price","2020M05","Wheat","Euro per Tonne","230"
"Feed Stuff Price","2020M05","Ewe feed coarse (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M05","Ewe pellets/nuts (16-20%)","Euro per Tonne","299"
"Feed Stuff Price","2020M05","Lamb feed (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M05","Cattle fattening meal (13-15% protein)","Euro per Tonne","275"
"Feed Stuff Price","2020M06","Rolled barley","Euro per Tonne","219"
"Feed Stuff Price","2020M06","Soya bean meal","Euro per Tonne","386"
"Feed Stuff Price","2020M06","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M06","Maize meal","Euro per Tonne","232"
"Feed Stuff Price","2020M06","Flaked maize","Euro per Tonne","373"
"Feed Stuff Price","2020M06","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Pig fattening meal (13-15% protein)","Euro per Tonne","325"
"Feed Stuff Price","2020M06","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","378"
"Feed Stuff Price","2020M06","Calf nuts and cubes (16-18% protein)","Euro per Tonne","320"
"Feed Stuff Price","2020M06","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","282"
"Feed Stuff Price","2020M06","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M06","Dairy meal (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2020M06","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Layers' mash (14-16% protein)","Euro per Tonne","368"
"Feed Stuff Price","2020M06","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M06","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2020M06","Milk replacer","Euro per Tonne","2165"
"Feed Stuff Price","2020M06","Wheat","Euro per Tonne","231"
"Feed Stuff Price","2020M06","Ewe feed coarse (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M06","Ewe pellets/nuts (16-20%)","Euro per Tonne","299"
"Feed Stuff Price","2020M06","Lamb feed (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M06","Cattle fattening meal (13-15% protein)","Euro per Tonne","276"
"Feed Stuff Price","2020M07","Rolled barley","Euro per Tonne","219"
"Feed Stuff Price","2020M07","Soya bean meal","Euro per Tonne","384"
"Feed Stuff Price","2020M07","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M07","Maize meal","Euro per Tonne","231"
"Feed Stuff Price","2020M07","Flaked maize","Euro per Tonne","373"
"Feed Stuff Price","2020M07","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Pig fattening meal (13-15% protein)","Euro per Tonne","325"
"Feed Stuff Price","2020M07","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","378"
"Feed Stuff Price","2020M07","Calf nuts and cubes (16-18% protein)","Euro per Tonne","320"
"Feed Stuff Price","2020M07","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","282"
"Feed Stuff Price","2020M07","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M07","Dairy meal (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2020M07","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Layers' mash (14-16% protein)","Euro per Tonne","368"
"Feed Stuff Price","2020M07","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M07","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2020M07","Milk replacer","Euro per Tonne","2165"
"Feed Stuff Price","2020M07","Wheat","Euro per Tonne","230"
"Feed Stuff Price","2020M07","Ewe feed coarse (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M07","Ewe pellets/nuts (16-20%)","Euro per Tonne","299"
"Feed Stuff Price","2020M07","Lamb feed (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M07","Cattle fattening meal (13-15% protein)","Euro per Tonne","276"
"Feed Stuff Price","2020M08","Rolled barley","Euro per Tonne","219"
"Feed Stuff Price","2020M08","Soya bean meal","Euro per Tonne","382"
"Feed Stuff Price","2020M08","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M08","Maize meal","Euro per Tonne","231"
"Feed Stuff Price","2020M08","Flaked maize","Euro per Tonne","371"
"Feed Stuff Price","2020M08","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Calf nuts and cubes (16-18% protein)","Euro per Tonne","320"
"Feed Stuff Price","2020M08","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","283"
"Feed Stuff Price","2020M08","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M08","Dairy meal (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2020M08","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Layers' mash (14-16% protein)","Euro per Tonne","368"
"Feed Stuff Price","2020M08","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M08","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2020M08","Milk replacer","Euro per Tonne","2165"
"Feed Stuff Price","2020M08","Wheat","Euro per Tonne","233"
"Feed Stuff Price","2020M08","Ewe feed coarse (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M08","Ewe pellets/nuts (16-20%)","Euro per Tonne","299"
"Feed Stuff Price","2020M08","Lamb feed (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M08","Cattle fattening meal (13-15% protein)","Euro per Tonne","276"
"Feed Stuff Price","2020M09","Rolled barley","Euro per Tonne","221"
"Feed Stuff Price","2020M09","Soya bean meal","Euro per Tonne","383"
"Feed Stuff Price","2020M09","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M09","Maize meal","Euro per Tonne","231"
"Feed Stuff Price","2020M09","Flaked maize","Euro per Tonne","371"
"Feed Stuff Price","2020M09","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Calf nuts and cubes (16-18% protein)","Euro per Tonne","318"
"Feed Stuff Price","2020M09","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","282"
"Feed Stuff Price","2020M09","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M09","Dairy meal (16-18% protein)","Euro per Tonne","272"
"Feed Stuff Price","2020M09","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Layers' mash (14-16% protein)","Euro per Tonne","368"
"Feed Stuff Price","2020M09","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M09","Broiler finisher (19-21% protein)","Euro per Tonne","398"
"Feed Stuff Price","2020M09","Milk replacer","Euro per Tonne","2165"
"Feed Stuff Price","2020M09","Wheat","Euro per Tonne","233"
"Feed Stuff Price","2020M09","Ewe feed coarse (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M09","Ewe pellets/nuts (16-20%)","Euro per Tonne","298"
"Feed Stuff Price","2020M09","Lamb feed (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M09","Cattle fattening meal (13-15% protein)","Euro per Tonne","275"
"Feed Stuff Price","2020M10","Rolled barley","Euro per Tonne","225"
"Feed Stuff Price","2020M10","Soya bean meal","Euro per Tonne","404"
"Feed Stuff Price","2020M10","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M10","Maize meal","Euro per Tonne","234"
"Feed Stuff Price","2020M10","Flaked maize","Euro per Tonne","374"
"Feed Stuff Price","2020M10","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Calf nuts and cubes (16-18% protein)","Euro per Tonne","322"
"Feed Stuff Price","2020M10","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","283"
"Feed Stuff Price","2020M10","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","293"
"Feed Stuff Price","2020M10","Dairy meal (16-18% protein)","Euro per Tonne","275"
"Feed Stuff Price","2020M10","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Layers' mash (14-16% protein)","Euro per Tonne","363"
"Feed Stuff Price","2020M10","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M10","Broiler finisher (19-21% protein)","Euro per Tonne","399"
"Feed Stuff Price","2020M10","Milk replacer","Euro per Tonne","2162"
"Feed Stuff Price","2020M10","Wheat","Euro per Tonne","237"
"Feed Stuff Price","2020M10","Ewe feed coarse (16-20% protein)","Euro per Tonne","292"
"Feed Stuff Price","2020M10","Ewe pellets/nuts (16-20%)","Euro per Tonne","299"
"Feed Stuff Price","2020M10","Lamb feed (16-20% protein)","Euro per Tonne","293"
"Feed Stuff Price","2020M10","Cattle fattening meal (13-15% protein)","Euro per Tonne","276"
"Feed Stuff Price","2020M11","Rolled barley","Euro per Tonne","227"
"Feed Stuff Price","2020M11","Soya bean meal","Euro per Tonne","443"
"Feed Stuff Price","2020M11","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M11","Maize meal","Euro per Tonne","243"
"Feed Stuff Price","2020M11","Flaked maize","Euro per Tonne","378"
"Feed Stuff Price","2020M11","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Calf nuts and cubes (16-18% protein)","Euro per Tonne","325"
"Feed Stuff Price","2020M11","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","286"
"Feed Stuff Price","2020M11","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","297"
"Feed Stuff Price","2020M11","Dairy meal (16-18% protein)","Euro per Tonne","276"
"Feed Stuff Price","2020M11","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Layers' mash (14-16% protein)","Euro per Tonne","365"
"Feed Stuff Price","2020M11","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M11","Broiler finisher (19-21% protein)","Euro per Tonne","399"
"Feed Stuff Price","2020M11","Milk replacer","Euro per Tonne","2163"
"Feed Stuff Price","2020M11","Wheat","Euro per Tonne","239"
"Feed Stuff Price","2020M11","Ewe feed coarse (16-20% protein)","Euro per Tonne","293"
"Feed Stuff Price","2020M11","Ewe pellets/nuts (16-20%)","Euro per Tonne","299"
"Feed Stuff Price","2020M11","Lamb feed (16-20% protein)","Euro per Tonne","294"
"Feed Stuff Price","2020M11","Cattle fattening meal (13-15% protein)","Euro per Tonne","279"
"Feed Stuff Price","2020M12","Rolled barley","Euro per Tonne","231"
"Feed Stuff Price","2020M12","Soya bean meal","Euro per Tonne","452"
"Feed Stuff Price","2020M12","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2020M12","Maize meal","Euro per Tonne","248"
"Feed Stuff Price","2020M12","Flaked maize","Euro per Tonne","383"
"Feed Stuff Price","2020M12","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Calf nuts and cubes (16-18% protein)","Euro per Tonne","330"
"Feed Stuff Price","2020M12","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","290"
"Feed Stuff Price","2020M12","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","302"
"Feed Stuff Price","2020M12","Dairy meal (16-18% protein)","Euro per Tonne","283"
"Feed Stuff Price","2020M12","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Layers' mash (14-16% protein)","Euro per Tonne","368"
"Feed Stuff Price","2020M12","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2020M12","Broiler finisher (19-21% protein)","Euro per Tonne","399"
"Feed Stuff Price","2020M12","Milk replacer","Euro per Tonne","2165"
"Feed Stuff Price","2020M12","Wheat","Euro per Tonne","242"
"Feed Stuff Price","2020M12","Ewe feed coarse (16-20% protein)","Euro per Tonne","297"
"Feed Stuff Price","2020M12","Ewe pellets/nuts (16-20%)","Euro per Tonne","304"
"Feed Stuff Price","2020M12","Lamb feed (16-20% protein)","Euro per Tonne","300"
"Feed Stuff Price","2020M12","Cattle fattening meal (13-15% protein)","Euro per Tonne","284"
"Feed Stuff Price","2021M01","Rolled barley","Euro per Tonne","234"
"Feed Stuff Price","2021M01","Soya bean meal","Euro per Tonne","479"
"Feed Stuff Price","2021M01","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M01","Maize meal","Euro per Tonne","253"
"Feed Stuff Price","2021M01","Flaked maize","Euro per Tonne","385"
"Feed Stuff Price","2021M01","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Calf nuts and cubes (16-18% protein)","Euro per Tonne","334"
"Feed Stuff Price","2021M01","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","294"
"Feed Stuff Price","2021M01","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","307"
"Feed Stuff Price","2021M01","Dairy meal (16-18% protein)","Euro per Tonne","289"
"Feed Stuff Price","2021M01","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Layers' mash (14-16% protein)","Euro per Tonne","368"
"Feed Stuff Price","2021M01","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M01","Broiler finisher (19-21% protein)","Euro per Tonne","403"
"Feed Stuff Price","2021M01","Milk replacer","Euro per Tonne","2162"
"Feed Stuff Price","2021M01","Wheat","Euro per Tonne","251"
"Feed Stuff Price","2021M01","Ewe feed coarse (16-20% protein)","Euro per Tonne","302"
"Feed Stuff Price","2021M01","Ewe pellets/nuts (16-20%)","Euro per Tonne","308"
"Feed Stuff Price","2021M01","Lamb feed (16-20% protein)","Euro per Tonne","304"
"Feed Stuff Price","2021M01","Cattle fattening meal (13-15% protein)","Euro per Tonne","289"
"Feed Stuff Price","2021M02","Rolled barley","Euro per Tonne","239"
"Feed Stuff Price","2021M02","Soya bean meal","Euro per Tonne","492"
"Feed Stuff Price","2021M02","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M02","Maize meal","Euro per Tonne","258"
"Feed Stuff Price","2021M02","Flaked maize","Euro per Tonne","390"
"Feed Stuff Price","2021M02","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Calf nuts and cubes (16-18% protein)","Euro per Tonne","336"
"Feed Stuff Price","2021M02","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","297"
"Feed Stuff Price","2021M02","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","310"
"Feed Stuff Price","2021M02","Dairy meal (16-18% protein)","Euro per Tonne","291"
"Feed Stuff Price","2021M02","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Layers' mash (14-16% protein)","Euro per Tonne","370"
"Feed Stuff Price","2021M02","Broiler starter (22-24% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M02","Broiler finisher (19-21% protein)","Euro per Tonne","403"
"Feed Stuff Price","2021M02","Milk replacer","Euro per Tonne","2178"
"Feed Stuff Price","2021M02","Wheat","Euro per Tonne","256"
"Feed Stuff Price","2021M02","Ewe feed coarse (16-20% protein)","Euro per Tonne","307"
"Feed Stuff Price","2021M02","Ewe pellets/nuts (16-20%)","Euro per Tonne","313"
"Feed Stuff Price","2021M02","Lamb feed (16-20% protein)","Euro per Tonne","308"
"Feed Stuff Price","2021M02","Cattle fattening meal (13-15% protein)","Euro per Tonne","293"
"Feed Stuff Price","2021M03","Rolled barley","Euro per Tonne","242"
"Feed Stuff Price","2021M03","Soya bean meal","Euro per Tonne","483"
"Feed Stuff Price","2021M03","Barley meal","Euro per Tonne","."
"Feed Stuff Price","2021M03","Maize meal","Euro per Tonne","261"
"Feed Stuff Price","2021M03","Flaked maize","Euro per Tonne","358"
"Feed Stuff Price","2021M03","Pig grower (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Pig fattening meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Sow breeder (14-16% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Sow, weaner and 'bonham' meal (16-17.5% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Calf nuts and cubes (16-18% protein)","Euro per Tonne","339"
"Feed Stuff Price","2021M03","Calf meal (16-18% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Calf nuts and cubes (14-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Cattle fattening nuts and cubes (13-15% protein)","Euro per Tonne","301"
"Feed Stuff Price","2021M03","Dairy nuts and cubes (16-18% protein)","Euro per Tonne","314"
"Feed Stuff Price","2021M03","Dairy meal (16-18% protein)","Euro per Tonne","297"
"Feed Stuff Price","2021M03","Dairy nuts and cubes (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Dairy meal (13-15% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Chick mash (18-20% protein)","Euro per Tonne","."
"Feed Stuff Price","2021M03","Layers' mash (14-16% protein)","Euro per Tonne","376"
"Feed Stuff Price","2021M03","Broiler starter (22-24% protein)","Euro per Tonne","."
