"Statistic","Month","Type of Cattle","UNIT","VALUE"
"Cattle Price per 100 Kg","2018M01","Bullocks 250-299kg","Euro","200.33"
"Cattle Price per 100 Kg","2018M01","Bullocks 300-349kg","Euro","211.18"
"Cattle Price per 100 Kg","2018M01","Bullocks 350-399kg","Euro","206.12"
"Cattle Price per 100 Kg","2018M01","Bullocks 400-449kg","Euro","199.22"
"Cattle Price per 100 Kg","2018M01","Bullocks 450-499kg","Euro","199.21"
"Cattle Price per 100 Kg","2018M01","Bullocks 500-549kg","Euro","195.78"
"Cattle Price per 100 Kg","2018M01","Bullocks 550kg+","Euro","187.04"
"Cattle Price per 100 Kg","2018M01","Heifers 200-249kg","Euro","223.26"
"Cattle Price per 100 Kg","2018M01","Heifers 250-299kg","Euro","222.81"
"Cattle Price per 100 Kg","2018M01","Heifers 300-349kg","Euro","215.13"
"Cattle Price per 100 Kg","2018M01","Heifers 350-399kg","Euro","214.41"
"Cattle Price per 100 Kg","2018M01","Heifers 400-449kg","Euro","211.45"
"Cattle Price per 100 Kg","2018M01","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M02","Bullocks 200-249kg","Euro","221.69"
"Cattle Price per 100 Kg","2018M02","Bullocks 250-299kg","Euro","223.51"
"Cattle Price per 100 Kg","2018M02","Bullocks 300-349kg","Euro","216.91"
"Cattle Price per 100 Kg","2018M02","Bullocks 350-399kg","Euro","220.44"
"Cattle Price per 100 Kg","2018M02","Bullocks 400-449kg","Euro","217.03"
"Cattle Price per 100 Kg","2018M02","Bullocks 450-499kg","Euro","209.28"
"Cattle Price per 100 Kg","2018M02","Bullocks 500-549kg","Euro","205.68"
"Cattle Price per 100 Kg","2018M02","Bullocks 550kg+","Euro","194.76"
"Cattle Price per 100 Kg","2018M02","Heifers 200-249kg","Euro","231.93"
"Cattle Price per 100 Kg","2018M02","Heifers 250-299kg","Euro","221.42"
"Cattle Price per 100 Kg","2018M02","Heifers 300-349kg","Euro","222.25"
"Cattle Price per 100 Kg","2018M02","Heifers 350-399kg","Euro","219.21"
"Cattle Price per 100 Kg","2018M02","Heifers 400-449kg","Euro","214.07"
"Cattle Price per 100 Kg","2018M02","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M03","Bullocks 200-249kg","Euro","217.66"
"Cattle Price per 100 Kg","2018M03","Bullocks 250-299kg","Euro","212.78"
"Cattle Price per 100 Kg","2018M03","Bullocks 300-349kg","Euro","208.17"
"Cattle Price per 100 Kg","2018M03","Bullocks 350-399kg","Euro","216.89"
"Cattle Price per 100 Kg","2018M03","Bullocks 400-449kg","Euro","218.53"
"Cattle Price per 100 Kg","2018M03","Bullocks 450-499kg","Euro","213.44"
"Cattle Price per 100 Kg","2018M03","Bullocks 500-549kg","Euro","208.64"
"Cattle Price per 100 Kg","2018M03","Bullocks 550kg+","Euro","195.9"
"Cattle Price per 100 Kg","2018M03","Heifers 200-249kg","Euro","218.23"
"Cattle Price per 100 Kg","2018M03","Heifers 250-299kg","Euro","220.82"
"Cattle Price per 100 Kg","2018M03","Heifers 300-349kg","Euro","217.9"
"Cattle Price per 100 Kg","2018M03","Heifers 350-399kg","Euro","222.83"
"Cattle Price per 100 Kg","2018M03","Heifers 400-449kg","Euro","219.73"
"Cattle Price per 100 Kg","2018M03","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M04","Bullocks 200-249kg","Euro","210.75"
"Cattle Price per 100 Kg","2018M04","Bullocks 250-299kg","Euro","212.1"
"Cattle Price per 100 Kg","2018M04","Bullocks 300-349kg","Euro","205.75"
"Cattle Price per 100 Kg","2018M04","Bullocks 350-399kg","Euro","203.81"
"Cattle Price per 100 Kg","2018M04","Bullocks 400-449kg","Euro","210.5"
"Cattle Price per 100 Kg","2018M04","Bullocks 450-499kg","Euro","211.55"
"Cattle Price per 100 Kg","2018M04","Bullocks 500-549kg","Euro","211.08"
"Cattle Price per 100 Kg","2018M04","Bullocks 550kg+","Euro","200.85"
"Cattle Price per 100 Kg","2018M04","Heifers 200-249kg","Euro","199.93"
"Cattle Price per 100 Kg","2018M04","Heifers 250-299kg","Euro","206.29"
"Cattle Price per 100 Kg","2018M04","Heifers 300-349kg","Euro","207.25"
"Cattle Price per 100 Kg","2018M04","Heifers 350-399kg","Euro","214.99"
"Cattle Price per 100 Kg","2018M04","Heifers 400-449kg","Euro","219.23"
"Cattle Price per 100 Kg","2018M04","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M05","Bullocks 200-249kg","Euro","201.61"
"Cattle Price per 100 Kg","2018M05","Bullocks 250-299kg","Euro","208.21"
"Cattle Price per 100 Kg","2018M05","Bullocks 300-349kg","Euro","206.31"
"Cattle Price per 100 Kg","2018M05","Bullocks 350-399kg","Euro","201.74"
"Cattle Price per 100 Kg","2018M05","Bullocks 400-449kg","Euro","209.75"
"Cattle Price per 100 Kg","2018M05","Bullocks 450-499kg","Euro","213.29"
"Cattle Price per 100 Kg","2018M05","Bullocks 500-549kg","Euro","214.23"
"Cattle Price per 100 Kg","2018M05","Bullocks 550kg+","Euro","204.45"
"Cattle Price per 100 Kg","2018M05","Heifers 200-249kg","Euro","201.42"
"Cattle Price per 100 Kg","2018M05","Heifers 250-299kg","Euro","199.17"
"Cattle Price per 100 Kg","2018M05","Heifers 300-349kg","Euro","208.58"
"Cattle Price per 100 Kg","2018M05","Heifers 350-399kg","Euro","216.32"
"Cattle Price per 100 Kg","2018M05","Heifers 400-449kg","Euro","221.91"
"Cattle Price per 100 Kg","2018M05","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M06","Bullocks 200-249kg","Euro","197.31"
"Cattle Price per 100 Kg","2018M06","Bullocks 250-299kg","Euro","205.38"
"Cattle Price per 100 Kg","2018M06","Bullocks 300-349kg","Euro","202.91"
"Cattle Price per 100 Kg","2018M06","Bullocks 350-399kg","Euro","199.47"
"Cattle Price per 100 Kg","2018M06","Bullocks 400-449kg","Euro","203.28"
"Cattle Price per 100 Kg","2018M06","Bullocks 450-499kg","Euro","207.34"
"Cattle Price per 100 Kg","2018M06","Bullocks 500-549kg","Euro","202.21"
"Cattle Price per 100 Kg","2018M06","Bullocks 550kg+","Euro","191.38"
"Cattle Price per 100 Kg","2018M06","Heifers 200-249kg","Euro","208.45"
"Cattle Price per 100 Kg","2018M06","Heifers 250-299kg","Euro","203.37"
"Cattle Price per 100 Kg","2018M06","Heifers 300-349kg","Euro","205.5"
"Cattle Price per 100 Kg","2018M06","Heifers 350-399kg","Euro","211.5"
"Cattle Price per 100 Kg","2018M06","Heifers 400-449kg","Euro","214.36"
"Cattle Price per 100 Kg","2018M06","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M07","Bullocks 200-249kg","Euro","176.02"
"Cattle Price per 100 Kg","2018M07","Bullocks 250-299kg","Euro","169.52"
"Cattle Price per 100 Kg","2018M07","Bullocks 300-349kg","Euro","181.64"
"Cattle Price per 100 Kg","2018M07","Bullocks 350-399kg","Euro","176.67"
"Cattle Price per 100 Kg","2018M07","Bullocks 400-449kg","Euro","171.63"
"Cattle Price per 100 Kg","2018M07","Bullocks 450-499kg","Euro","188.46"
"Cattle Price per 100 Kg","2018M07","Bullocks 500-549kg","Euro","184.72"
"Cattle Price per 100 Kg","2018M07","Bullocks 550kg+","Euro","173.64"
"Cattle Price per 100 Kg","2018M07","Heifers 200-249kg","Euro","172.97"
"Cattle Price per 100 Kg","2018M07","Heifers 250-299kg","Euro","190.44"
"Cattle Price per 100 Kg","2018M07","Heifers 300-349kg","Euro","193.37"
"Cattle Price per 100 Kg","2018M07","Heifers 350-399kg","Euro","188.43"
"Cattle Price per 100 Kg","2018M07","Heifers 400-449kg","Euro","199.52"
"Cattle Price per 100 Kg","2018M07","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M08","Bullocks 200-249kg","Euro","152.14"
"Cattle Price per 100 Kg","2018M08","Bullocks 250-299kg","Euro","176.08"
"Cattle Price per 100 Kg","2018M08","Bullocks 300-349kg","Euro","169.33"
"Cattle Price per 100 Kg","2018M08","Bullocks 350-399kg","Euro","170.51"
"Cattle Price per 100 Kg","2018M08","Bullocks 400-449kg","Euro","178.79"
"Cattle Price per 100 Kg","2018M08","Bullocks 450-499kg","Euro","183.26"
"Cattle Price per 100 Kg","2018M08","Bullocks 500-549kg","Euro","193.98"
"Cattle Price per 100 Kg","2018M08","Bullocks 550kg+","Euro","186.76"
"Cattle Price per 100 Kg","2018M08","Heifers 200-249kg","Euro","159.28"
"Cattle Price per 100 Kg","2018M08","Heifers 250-299kg","Euro","175.83"
"Cattle Price per 100 Kg","2018M08","Heifers 300-349kg","Euro","177.06"
"Cattle Price per 100 Kg","2018M08","Heifers 350-399kg","Euro","185.72"
"Cattle Price per 100 Kg","2018M08","Heifers 400-449kg","Euro","198.35"
"Cattle Price per 100 Kg","2018M08","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M09","Bullocks 200-249kg","Euro","140.79"
"Cattle Price per 100 Kg","2018M09","Bullocks 250-299kg","Euro","169.12"
"Cattle Price per 100 Kg","2018M09","Bullocks 300-349kg","Euro","160.58"
"Cattle Price per 100 Kg","2018M09","Bullocks 350-399kg","Euro","165.12"
"Cattle Price per 100 Kg","2018M09","Bullocks 400-449kg","Euro","174.43"
"Cattle Price per 100 Kg","2018M09","Bullocks 450-499kg","Euro","180.4"
"Cattle Price per 100 Kg","2018M09","Bullocks 500-549kg","Euro","191.99"
"Cattle Price per 100 Kg","2018M09","Bullocks 550kg+","Euro","186.85"
"Cattle Price per 100 Kg","2018M09","Heifers 200-249kg","Euro","155.93"
"Cattle Price per 100 Kg","2018M09","Heifers 250-299kg","Euro","166.76"
"Cattle Price per 100 Kg","2018M09","Heifers 300-349kg","Euro","165.62"
"Cattle Price per 100 Kg","2018M09","Heifers 350-399kg","Euro","177.7"
"Cattle Price per 100 Kg","2018M09","Heifers 400-449kg","Euro","194.81"
"Cattle Price per 100 Kg","2018M09","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M10","Bullocks 200-249kg","Euro","173.46"
"Cattle Price per 100 Kg","2018M10","Bullocks 250-299kg","Euro","174"
"Cattle Price per 100 Kg","2018M10","Bullocks 300-349kg","Euro","165.38"
"Cattle Price per 100 Kg","2018M10","Bullocks 350-399kg","Euro","172.72"
"Cattle Price per 100 Kg","2018M10","Bullocks 400-449kg","Euro","179.41"
"Cattle Price per 100 Kg","2018M10","Bullocks 450-499kg","Euro","184.63"
"Cattle Price per 100 Kg","2018M10","Bullocks 500-549kg","Euro","188.34"
"Cattle Price per 100 Kg","2018M10","Bullocks 550kg+","Euro","185.11"
"Cattle Price per 100 Kg","2018M10","Heifers 200-249kg","Euro","193.48"
"Cattle Price per 100 Kg","2018M10","Heifers 250-299kg","Euro","175.68"
"Cattle Price per 100 Kg","2018M10","Heifers 300-349kg","Euro","172.18"
"Cattle Price per 100 Kg","2018M10","Heifers 350-399kg","Euro","180.92"
"Cattle Price per 100 Kg","2018M10","Heifers 400-449kg","Euro","193.07"
"Cattle Price per 100 Kg","2018M10","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M11","Bullocks 200-249kg","Euro","159.01"
"Cattle Price per 100 Kg","2018M11","Bullocks 250-299kg","Euro","177.12"
"Cattle Price per 100 Kg","2018M11","Bullocks 300-349kg","Euro","156.75"
"Cattle Price per 100 Kg","2018M11","Bullocks 350-399kg","Euro","168.69"
"Cattle Price per 100 Kg","2018M11","Bullocks 400-449kg","Euro","177.33"
"Cattle Price per 100 Kg","2018M11","Bullocks 450-499kg","Euro","182.56"
"Cattle Price per 100 Kg","2018M11","Bullocks 500-549kg","Euro","188.72"
"Cattle Price per 100 Kg","2018M11","Bullocks 550kg+","Euro","177.31"
"Cattle Price per 100 Kg","2018M11","Heifers 200-249kg","Euro","159.33"
"Cattle Price per 100 Kg","2018M11","Heifers 250-299kg","Euro","163.7"
"Cattle Price per 100 Kg","2018M11","Heifers 300-349kg","Euro","176.25"
"Cattle Price per 100 Kg","2018M11","Heifers 350-399kg","Euro","179.73"
"Cattle Price per 100 Kg","2018M11","Heifers 400-449kg","Euro","187.16"
"Cattle Price per 100 Kg","2018M11","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2018M12","Bullocks 200-249kg","Euro","145.64"
"Cattle Price per 100 Kg","2018M12","Bullocks 250-299kg","Euro","166.68"
"Cattle Price per 100 Kg","2018M12","Bullocks 300-349kg","Euro","170.66"
"Cattle Price per 100 Kg","2018M12","Bullocks 350-399kg","Euro","181.87"
"Cattle Price per 100 Kg","2018M12","Bullocks 400-449kg","Euro","184.88"
"Cattle Price per 100 Kg","2018M12","Bullocks 450-499kg","Euro","192.21"
"Cattle Price per 100 Kg","2018M12","Bullocks 500-549kg","Euro","176.37"
"Cattle Price per 100 Kg","2018M12","Bullocks 550kg+","Euro","176.02"
"Cattle Price per 100 Kg","2018M12","Heifers 200-249kg","Euro","170.65"
"Cattle Price per 100 Kg","2018M12","Heifers 250-299kg","Euro","187.53"
"Cattle Price per 100 Kg","2018M12","Heifers 300-349kg","Euro","179.1"
"Cattle Price per 100 Kg","2018M12","Heifers 350-399kg","Euro","186.97"
"Cattle Price per 100 Kg","2018M12","Heifers 400-449kg","Euro","196.09"
"Cattle Price per 100 Kg","2018M12","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M01","Bullocks 200-249kg","Euro","177.24"
"Cattle Price per 100 Kg","2019M01","Bullocks 250-299kg","Euro","177.59"
"Cattle Price per 100 Kg","2019M01","Bullocks 300-349kg","Euro","189.96"
"Cattle Price per 100 Kg","2019M01","Bullocks 350-399kg","Euro","184.02"
"Cattle Price per 100 Kg","2019M01","Bullocks 400-449kg","Euro","181.55"
"Cattle Price per 100 Kg","2019M01","Bullocks 450-499kg","Euro","184.57"
"Cattle Price per 100 Kg","2019M01","Bullocks 500-549kg","Euro","187.42"
"Cattle Price per 100 Kg","2019M01","Bullocks 550kg+","Euro","174.35"
"Cattle Price per 100 Kg","2019M01","Heifers 200-249kg","Euro","202.01"
"Cattle Price per 100 Kg","2019M01","Heifers 250-299kg","Euro","192.43"
"Cattle Price per 100 Kg","2019M01","Heifers 300-349kg","Euro","195.35"
"Cattle Price per 100 Kg","2019M01","Heifers 350-399kg","Euro","205.3"
"Cattle Price per 100 Kg","2019M01","Heifers 400-449kg","Euro","195.9"
"Cattle Price per 100 Kg","2019M01","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M02","Bullocks 200-249kg","Euro","190.28"
"Cattle Price per 100 Kg","2019M02","Bullocks 250-299kg","Euro","190.26"
"Cattle Price per 100 Kg","2019M02","Bullocks 300-349kg","Euro","196.25"
"Cattle Price per 100 Kg","2019M02","Bullocks 350-399kg","Euro","201.57"
"Cattle Price per 100 Kg","2019M02","Bullocks 400-449kg","Euro","197.74"
"Cattle Price per 100 Kg","2019M02","Bullocks 450-499kg","Euro","192.77"
"Cattle Price per 100 Kg","2019M02","Bullocks 500-549kg","Euro","194.8"
"Cattle Price per 100 Kg","2019M02","Bullocks 550kg+","Euro","181.52"
"Cattle Price per 100 Kg","2019M02","Heifers 200-249kg","Euro","205.2"
"Cattle Price per 100 Kg","2019M02","Heifers 250-299kg","Euro","203.97"
"Cattle Price per 100 Kg","2019M02","Heifers 300-349kg","Euro","217.34"
"Cattle Price per 100 Kg","2019M02","Heifers 350-399kg","Euro","216"
"Cattle Price per 100 Kg","2019M02","Heifers 400-449kg","Euro","205.9"
"Cattle Price per 100 Kg","2019M02","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M03","Bullocks 200-249kg","Euro","181.48"
"Cattle Price per 100 Kg","2019M03","Bullocks 250-299kg","Euro","183.98"
"Cattle Price per 100 Kg","2019M03","Bullocks 300-349kg","Euro","196.51"
"Cattle Price per 100 Kg","2019M03","Bullocks 350-399kg","Euro","197.71"
"Cattle Price per 100 Kg","2019M03","Bullocks 400-449kg","Euro","200.03"
"Cattle Price per 100 Kg","2019M03","Bullocks 450-499kg","Euro","204.21"
"Cattle Price per 100 Kg","2019M03","Bullocks 500-549kg","Euro","196.29"
"Cattle Price per 100 Kg","2019M03","Bullocks 550kg+","Euro","184.59"
"Cattle Price per 100 Kg","2019M03","Heifers 200-249kg","Euro","199.52"
"Cattle Price per 100 Kg","2019M03","Heifers 250-299kg","Euro","199.77"
"Cattle Price per 100 Kg","2019M03","Heifers 300-349kg","Euro","209.08"
"Cattle Price per 100 Kg","2019M03","Heifers 350-399kg","Euro","210.73"
"Cattle Price per 100 Kg","2019M03","Heifers 400-449kg","Euro","208.69"
"Cattle Price per 100 Kg","2019M03","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M04","Bullocks 200-249kg","Euro","205.24"
"Cattle Price per 100 Kg","2019M04","Bullocks 250-299kg","Euro","193.92"
"Cattle Price per 100 Kg","2019M04","Bullocks 300-349kg","Euro","197.61"
"Cattle Price per 100 Kg","2019M04","Bullocks 350-399kg","Euro","200.43"
"Cattle Price per 100 Kg","2019M04","Bullocks 400-449kg","Euro","205.11"
"Cattle Price per 100 Kg","2019M04","Bullocks 450-499kg","Euro","206.58"
"Cattle Price per 100 Kg","2019M04","Bullocks 500-549kg","Euro","199.48"
"Cattle Price per 100 Kg","2019M04","Bullocks 550kg+","Euro","187.89"
"Cattle Price per 100 Kg","2019M04","Heifers 200-249kg","Euro","184.43"
"Cattle Price per 100 Kg","2019M04","Heifers 250-299kg","Euro","192.16"
"Cattle Price per 100 Kg","2019M04","Heifers 300-349kg","Euro","199.4"
"Cattle Price per 100 Kg","2019M04","Heifers 350-399kg","Euro","207.29"
"Cattle Price per 100 Kg","2019M04","Heifers 400-449kg","Euro","211.22"
"Cattle Price per 100 Kg","2019M04","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M05","Bullocks 200-249kg","Euro","172.31"
"Cattle Price per 100 Kg","2019M05","Bullocks 250-299kg","Euro","193.12"
"Cattle Price per 100 Kg","2019M05","Bullocks 300-349kg","Euro","197.02"
"Cattle Price per 100 Kg","2019M05","Bullocks 350-399kg","Euro","197.1"
"Cattle Price per 100 Kg","2019M05","Bullocks 400-449kg","Euro","203.08"
"Cattle Price per 100 Kg","2019M05","Bullocks 450-499kg","Euro","207.61"
"Cattle Price per 100 Kg","2019M05","Bullocks 500-549kg","Euro","197"
"Cattle Price per 100 Kg","2019M05","Bullocks 550kg+","Euro","188.62"
"Cattle Price per 100 Kg","2019M05","Heifers 200-249kg","Euro","193.73"
"Cattle Price per 100 Kg","2019M05","Heifers 250-299kg","Euro","201.17"
"Cattle Price per 100 Kg","2019M05","Heifers 300-349kg","Euro","205.51"
"Cattle Price per 100 Kg","2019M05","Heifers 350-399kg","Euro","209.86"
"Cattle Price per 100 Kg","2019M05","Heifers 400-449kg","Euro","214.76"
"Cattle Price per 100 Kg","2019M05","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M06","Bullocks 200-249kg","Euro","191.36"
"Cattle Price per 100 Kg","2019M06","Bullocks 250-299kg","Euro","186.3"
"Cattle Price per 100 Kg","2019M06","Bullocks 300-349kg","Euro","203.57"
"Cattle Price per 100 Kg","2019M06","Bullocks 350-399kg","Euro","200.36"
"Cattle Price per 100 Kg","2019M06","Bullocks 400-449kg","Euro","196.45"
"Cattle Price per 100 Kg","2019M06","Bullocks 450-499kg","Euro","199.04"
"Cattle Price per 100 Kg","2019M06","Bullocks 500-549kg","Euro","193.99"
"Cattle Price per 100 Kg","2019M06","Bullocks 550kg+","Euro","181.69"
"Cattle Price per 100 Kg","2019M06","Heifers 200-249kg","Euro","186.51"
"Cattle Price per 100 Kg","2019M06","Heifers 250-299kg","Euro","200.13"
"Cattle Price per 100 Kg","2019M06","Heifers 300-349kg","Euro","207.7"
"Cattle Price per 100 Kg","2019M06","Heifers 350-399kg","Euro","213.25"
"Cattle Price per 100 Kg","2019M06","Heifers 400-449kg","Euro","209.78"
"Cattle Price per 100 Kg","2019M06","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M07","Bullocks 200-249kg","Euro","181.58"
"Cattle Price per 100 Kg","2019M07","Bullocks 250-299kg","Euro","173.25"
"Cattle Price per 100 Kg","2019M07","Bullocks 300-349kg","Euro","191.28"
"Cattle Price per 100 Kg","2019M07","Bullocks 350-399kg","Euro","184.43"
"Cattle Price per 100 Kg","2019M07","Bullocks 400-449kg","Euro","185.13"
"Cattle Price per 100 Kg","2019M07","Bullocks 450-499kg","Euro","186.66"
"Cattle Price per 100 Kg","2019M07","Bullocks 500-549kg","Euro","187.79"
"Cattle Price per 100 Kg","2019M07","Bullocks 550kg+","Euro","171.1"
"Cattle Price per 100 Kg","2019M07","Heifers 200-249kg","Euro","193.57"
"Cattle Price per 100 Kg","2019M07","Heifers 250-299kg","Euro","187.54"
"Cattle Price per 100 Kg","2019M07","Heifers 300-349kg","Euro","191.75"
"Cattle Price per 100 Kg","2019M07","Heifers 350-399kg","Euro","192.55"
"Cattle Price per 100 Kg","2019M07","Heifers 400-449kg","Euro","195.31"
"Cattle Price per 100 Kg","2019M07","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M08","Bullocks 200-249kg","Euro","170.96"
"Cattle Price per 100 Kg","2019M08","Bullocks 250-299kg","Euro","182.13"
"Cattle Price per 100 Kg","2019M08","Bullocks 300-349kg","Euro","179.54"
"Cattle Price per 100 Kg","2019M08","Bullocks 350-399kg","Euro","171.12"
"Cattle Price per 100 Kg","2019M08","Bullocks 400-449kg","Euro","175.7"
"Cattle Price per 100 Kg","2019M08","Bullocks 450-499kg","Euro","173.55"
"Cattle Price per 100 Kg","2019M08","Bullocks 500-549kg","Euro","177.34"
"Cattle Price per 100 Kg","2019M08","Bullocks 550kg+","Euro","171.52"
"Cattle Price per 100 Kg","2019M08","Heifers 200-249kg","Euro","187.41"
"Cattle Price per 100 Kg","2019M08","Heifers 250-299kg","Euro","177.69"
"Cattle Price per 100 Kg","2019M08","Heifers 300-349kg","Euro","182.15"
"Cattle Price per 100 Kg","2019M08","Heifers 350-399kg","Euro","186.49"
"Cattle Price per 100 Kg","2019M08","Heifers 400-449kg","Euro","190"
"Cattle Price per 100 Kg","2019M08","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M09","Bullocks 200-249kg","Euro","200.62"
"Cattle Price per 100 Kg","2019M09","Bullocks 250-299kg","Euro","177.85"
"Cattle Price per 100 Kg","2019M09","Bullocks 300-349kg","Euro","171.55"
"Cattle Price per 100 Kg","2019M09","Bullocks 350-399kg","Euro","179.37"
"Cattle Price per 100 Kg","2019M09","Bullocks 400-449kg","Euro","172.83"
"Cattle Price per 100 Kg","2019M09","Bullocks 450-499kg","Euro","174.06"
"Cattle Price per 100 Kg","2019M09","Bullocks 500-549kg","Euro","175.77"
"Cattle Price per 100 Kg","2019M09","Bullocks 550kg+","Euro","171.06"
"Cattle Price per 100 Kg","2019M09","Heifers 200-249kg","Euro","192.68"
"Cattle Price per 100 Kg","2019M09","Heifers 250-299kg","Euro","173.07"
"Cattle Price per 100 Kg","2019M09","Heifers 300-349kg","Euro","175.02"
"Cattle Price per 100 Kg","2019M09","Heifers 350-399kg","Euro","180.93"
"Cattle Price per 100 Kg","2019M09","Heifers 400-449kg","Euro","184.55"
"Cattle Price per 100 Kg","2019M09","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M10","Bullocks 200-249kg","Euro","166.88"
"Cattle Price per 100 Kg","2019M10","Bullocks 250-299kg","Euro","171.78"
"Cattle Price per 100 Kg","2019M10","Bullocks 300-349kg","Euro","172.68"
"Cattle Price per 100 Kg","2019M10","Bullocks 350-399kg","Euro","181.24"
"Cattle Price per 100 Kg","2019M10","Bullocks 400-449kg","Euro","173.43"
"Cattle Price per 100 Kg","2019M10","Bullocks 450-499kg","Euro","175.25"
"Cattle Price per 100 Kg","2019M10","Bullocks 500-549kg","Euro","171.11"
"Cattle Price per 100 Kg","2019M10","Bullocks 550kg+","Euro","165.07"
"Cattle Price per 100 Kg","2019M10","Heifers 200-249kg","Euro","188.54"
"Cattle Price per 100 Kg","2019M10","Heifers 250-299kg","Euro","185.71"
"Cattle Price per 100 Kg","2019M10","Heifers 300-349kg","Euro","172.68"
"Cattle Price per 100 Kg","2019M10","Heifers 350-399kg","Euro","176.21"
"Cattle Price per 100 Kg","2019M10","Heifers 400-449kg","Euro","178.97"
"Cattle Price per 100 Kg","2019M10","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M11","Bullocks 200-249kg","Euro","192.7"
"Cattle Price per 100 Kg","2019M11","Bullocks 250-299kg","Euro","166.29"
"Cattle Price per 100 Kg","2019M11","Bullocks 300-349kg","Euro","171.41"
"Cattle Price per 100 Kg","2019M11","Bullocks 350-399kg","Euro","181.69"
"Cattle Price per 100 Kg","2019M11","Bullocks 400-449kg","Euro","180.44"
"Cattle Price per 100 Kg","2019M11","Bullocks 450-499kg","Euro","176.93"
"Cattle Price per 100 Kg","2019M11","Bullocks 500-549kg","Euro","174.1"
"Cattle Price per 100 Kg","2019M11","Bullocks 550kg+","Euro","159.99"
"Cattle Price per 100 Kg","2019M11","Heifers 200-249kg","Euro","160.12"
"Cattle Price per 100 Kg","2019M11","Heifers 250-299kg","Euro","171.46"
"Cattle Price per 100 Kg","2019M11","Heifers 300-349kg","Euro","176.39"
"Cattle Price per 100 Kg","2019M11","Heifers 350-399kg","Euro","181.07"
"Cattle Price per 100 Kg","2019M11","Heifers 400-449kg","Euro","186.35"
"Cattle Price per 100 Kg","2019M11","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2019M12","Bullocks 200-249kg","Euro","194.96"
"Cattle Price per 100 Kg","2019M12","Bullocks 250-299kg","Euro","197.57"
"Cattle Price per 100 Kg","2019M12","Bullocks 300-349kg","Euro","193.45"
"Cattle Price per 100 Kg","2019M12","Bullocks 350-399kg","Euro","192.89"
"Cattle Price per 100 Kg","2019M12","Bullocks 400-449kg","Euro","183.76"
"Cattle Price per 100 Kg","2019M12","Bullocks 450-499kg","Euro","185.42"
"Cattle Price per 100 Kg","2019M12","Bullocks 500-549kg","Euro","185.87"
"Cattle Price per 100 Kg","2019M12","Bullocks 550kg+","Euro","171.74"
"Cattle Price per 100 Kg","2019M12","Heifers 200-249kg","Euro","195.91"
"Cattle Price per 100 Kg","2019M12","Heifers 250-299kg","Euro","177.17"
"Cattle Price per 100 Kg","2019M12","Heifers 300-349kg","Euro","184.25"
"Cattle Price per 100 Kg","2019M12","Heifers 350-399kg","Euro","191.95"
"Cattle Price per 100 Kg","2019M12","Heifers 400-449kg","Euro","196.12"
"Cattle Price per 100 Kg","2019M12","Cows for slaughter","Euro","."
"Cattle Price per 100 Kg","2020M01","Bullocks 200-249kg","Euro","217.25"
"Cattle Price per 100 Kg","2020M01","Bullocks 250-299kg","Euro","219.7"
"Cattle Price per 100 Kg","2020M01","Bullocks 300-349kg","Euro","210.28"
"Cattle Price per 100 Kg","2020M01","Bullocks 350-399kg","Euro","205.74"
"Cattle Price per 100 Kg","2020M01","Bullocks 400-449kg","Euro","202.18"
"Cattle Price per 100 Kg","2020M01","Bullocks 450-499kg","Euro","186.96"
"Cattle Price per 100 Kg","2020M01","Bullocks 500-549kg","Euro","183.21"
"Cattle Price per 100 Kg","2020M01","Bullocks 550kg+","Euro","178.09"
"Cattle Price per 100 Kg","2020M01","Heifers 200-249kg","Euro","232.71"
"Cattle Price per 100 Kg","2020M01","Heifers 250-299kg","Euro","208.12"
"Cattle Price per 100 Kg","2020M01","Heifers 300-349kg","Euro","198.01"
"Cattle Price per 100 Kg","2020M01","Heifers 350-399kg","Euro","205.07"
"Cattle Price per 100 Kg","2020M01","Heifers 400-449kg","Euro","203.46"
